N,ntraj,runtime seconds,mean abs error,max abs error
11,10,18.74588441848755,0.10770924171652359,1.342180350127728
11,50,89.42397212982178,0.036680635339223146,0.30248243753457693
11,100,225.50444197654724,0.038841128751155786,0.34081667208353195
