gamma0/gammac,peak total excitation loss rate,peak time Gamma_c t,peak rate per atom
0.0,9.284112798995125,0.2344689378757515,1.5473521331658542
0.05,9.30695938002691,0.22244488977955912,1.5511598966711517
0.1,9.346058753419356,0.21042084168336672,1.5576764589032261
0.5,10.147423581368116,0.13226452905811623,1.6912372635613526
1.0,12.125482621164792,0.04208416833667335,2.020913770194132
2.0,17.926843118606,0.0,2.9878071864343334
